Instantaneous_power_reading(W),Minimum_during_sampling_period(W),Maximum_during_sampling_period(W),Average_power_reading_over_sample_period(W),Day_of_Week,Month,Day,Time,Year,Sampling_period,Power_reading_state_is,Time_elapsed
370,305,370,353,Sun,Nov,15,23:47:04,2020,00000005,activated,00031212
370,305,370,353,Sun,Nov,15,23:47:04,2020,00000005,activated,00031217
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031222
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031227
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031232
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031237
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031242
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031247
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031252
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031257
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031262
399,305,399,354,Sun,Nov,15,23:47:04,2020,00000005,activated,00031267
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031272
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031277
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031282
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031287
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031292
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031297
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031302
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031307
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031312
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031317
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031322
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031327
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031332
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031337
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031342
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031347
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031352
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031357
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031362
399,305,399,354,Sun,Nov,15,23:47:05,2020,00000005,activated,00031367
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031372
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031377
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031382
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031387
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031392
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031397
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031402
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031407
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031412
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031417
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031422
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031427
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031432
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031437
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031442
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031447
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031452
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031457
399,305,399,354,Sun,Nov,15,23:47:06,2020,00000005,activated,00031462
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031467
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031472
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031477
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031482
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031487
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031492
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031497
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031502
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031507
399,305,399,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031512
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031517
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031522
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031527
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031532
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031537
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031542
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031547
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031552
415,305,415,354,Sun,Nov,15,23:47:07,2020,00000005,activated,00031557
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031562
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031567
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031572
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031577
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031582
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031587
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031592
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031597
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031602
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031607
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031612
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031617
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031622
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031627
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031632
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031637
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031642
415,305,415,354,Sun,Nov,15,23:47:08,2020,00000005,activated,00031647
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031652
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031657
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031662
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031667
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031672
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031677
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031682
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031687
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031692
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031697
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031702
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031707
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031712
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031717
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031722
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031727
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031732
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031737
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031742
415,305,415,354,Sun,Nov,15,23:47:09,2020,00000005,activated,00031747
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031752
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031757
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031762
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031767
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031772
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031777
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031782
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031787
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031792
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031797
415,305,415,354,Sun,Nov,15,23:47:10,2020,00000005,activated,00031802
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031806
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031810
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031814
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031818
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031822
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031826
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031830
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031834
396,370,415,353,Sun,Nov,15,23:47:10,2020,00000004,activated,00031838
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031842
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031846
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031850
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031854
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031858
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031862
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031866
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031870
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031874
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031878
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031882
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031886
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031890
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031894
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031898
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031902
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031906
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031910
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031914
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031918
396,370,415,353,Sun,Nov,15,23:47:11,2020,00000004,activated,00031922
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031926
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031930
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031934
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031938
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031942
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031946
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031950
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031954
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031958
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031962
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031966
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031970
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031974
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031978
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031982
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031986
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031990
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031994
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00031998
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00032002
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00032006
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00032010
396,370,415,353,Sun,Nov,15,23:47:12,2020,00000004,activated,00032014
396,370,415,353,Sun,Nov,15,23:47:13,2020,00000004,activated,00032018
396,370,415,353,Sun,Nov,15,23:47:13,2020,00000004,activated,00032022
396,370,415,353,Sun,Nov,15,23:47:13,2020,00000004,activated,00032026
396,370,415,353,Sun,Nov,15,23:47:13,2020,00000004,activated,00032030
396,370,415,353,Sun,Nov,15,23:47:13,2020,00000004,activated,00032034
264,264,415,343,Sun,Nov,15,23:47:13,2020,00000004,activated,00032038
264,264,415,343,Sun,Nov,15,23:47:13,2020,00000004,activated,00032042
264,264,415,343,Sun,Nov,15,23:47:13,2020,00000004,activated,00032046
264,264,415,343,Sun,Nov,15,23:47:13,2020,00000004,activated,00032050
264,264,415,343,Sun,Nov,15,23:47:13,2020,00000004,activated,00032054
264,264,415,343,Sun,Nov,15,23:47:13,2020,00000004,activated,00032058
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032062
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032066
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032070
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032074
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032078
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032082
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032086
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032090
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032094
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032098
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032102
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032106
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032110
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032114
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032118
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032122
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032126
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032130
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032134
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032138
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032142
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032146
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032150
264,264,415,343,Sun,Nov,15,23:47:14,2020,00000004,activated,00032154
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032158
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032162
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032166
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032170
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032174
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032178
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032182
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032186
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032190
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032194
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032198
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032202
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032206
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032210
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032214
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032218
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032222
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032226
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032230
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032234
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032238
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032242
264,264,415,343,Sun,Nov,15,23:47:15,2020,00000004,activated,00032246
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032250
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032254
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032258
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032262
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032266
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032270
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032274
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032278
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032282
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032286
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032290
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032294
264,264,415,343,Sun,Nov,15,23:47:16,2020,00000004,activated,00032298
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032302
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032306
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032310
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032314
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032318
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032322
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032326
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032330
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032334
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032338
285,264,415,319,Sun,Nov,15,23:47:16,2020,00000004,activated,00032342
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032346
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032350
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032354
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032358
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032362
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032366
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032370
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032374
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032378
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032382
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032386
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032390
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032394
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032398
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032402
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032406
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032410
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032414
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032418
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032422
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032426
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032430
285,264,415,319,Sun,Nov,15,23:47:17,2020,00000004,activated,00032434
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032438
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032442
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032446
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032450
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032454
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032458
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032462
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032466
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032470
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032474
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032478
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032482
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032486
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032490
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032494
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032498
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032502
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032506
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032510
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032514
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032518
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032522
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032526
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032530
285,264,415,319,Sun,Nov,15,23:47:18,2020,00000004,activated,00032534
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032538
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032542
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032546
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032550
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032554
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032558
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032562
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032566
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032570
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032574
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032578
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032582
285,264,415,319,Sun,Nov,15,23:47:19,2020,00000004,activated,00032586
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032590
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032594
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032598
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032602
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032606
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032610
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032614
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032618
294,264,396,296,Sun,Nov,15,23:47:19,2020,00000004,activated,00032622
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032626
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032630
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032634
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032638
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032642
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032646
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032650
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032654
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032658
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032662
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032666
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032670
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032674
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032678
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032682
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032686
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032690
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032694
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032698
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032702
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032706
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032710
294,264,396,296,Sun,Nov,15,23:47:20,2020,00000004,activated,00032714
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032718
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032722
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032726
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032730
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032734
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032738
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032742
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032746
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032750
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032754
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032758
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032762
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032766
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032770
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032774
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032778
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032782
294,264,396,296,Sun,Nov,15,23:47:21,2020,00000004,activated,00032786
